ID,RENDIMIENTO_GLOBAL
82468,alto
541157,bajo
770616,alto
475677,bajo
667741,alto
133069,alto
36022,bajo
802571,bajo
96948,alto
802810,bajo
408577,alto
511936,alto
593290,alto
509255,medio-alto
114511,medio-bajo
379339,alto
79227,alto
763477,medio-bajo
62791,bajo
856657,bajo
832957,alto
876146,alto
562695,alto
869023,bajo
540512,alto
564886,bajo
841648,bajo
35577,alto
961374,bajo
930936,alto
478585,alto
959383,alto
971216,medio-alto
545369,alto
262134,alto
204401,bajo
894271,alto
495035,medio-bajo
34670,medio-alto
301383,alto
831530,medio-bajo
702926,medio-bajo
643458,alto
65186,alto
932413,bajo
454007,alto
526134,medio-alto
956223,alto
797355,medio-bajo
914778,bajo
917863,bajo
328625,bajo
150322,alto
413700,alto
713303,alto
618452,bajo
343710,bajo
302916,medio-alto
522840,alto
92753,bajo
763947,bajo
281453,alto
197883,alto
485746,alto
968564,bajo
758767,bajo
794550,alto
608194,medio-alto
889223,alto
294130,alto
828582,alto
809574,medio-bajo
504973,bajo
701992,alto
6474,medio-alto
859566,alto
981913,bajo
547203,medio-alto
595284,bajo
96960,alto
812382,bajo
609347,alto
252434,medio-alto
551005,alto
626113,alto
814562,bajo
578148,alto
666440,bajo
557310,alto
335722,alto
726545,medio-bajo
72400,bajo
257765,alto
185106,alto
131520,alto
141579,alto
968184,alto
348627,alto
733411,alto
83259,alto
175554,bajo
169357,alto
937671,alto
865065,bajo
964454,alto
823817,bajo
101278,medio-bajo
267523,bajo
497972,alto
195367,medio-alto
744558,bajo
370544,alto
561812,bajo
441595,bajo
121824,medio-alto
987289,medio-alto
825699,alto
528422,alto
239017,alto
147468,alto
264949,medio-alto
334161,bajo
498383,bajo
47069,medio-bajo
144500,bajo
192958,alto
750378,bajo
274871,bajo
244490,medio-alto
300183,alto
567537,alto
737182,alto
279465,bajo
938590,medio-bajo
69797,medio-bajo
204648,bajo
52910,bajo
115455,medio-bajo
815097,medio-bajo
107244,alto
799227,alto
155508,medio-alto
787899,medio-alto
142724,alto
706667,medio-bajo
575005,alto
232357,bajo
395013,bajo
817840,bajo
28409,bajo
628588,alto
764851,bajo
57274,medio-bajo
598104,alto
724354,alto
70581,medio-bajo
159654,bajo
79360,alto
350156,alto
226715,alto
99132,alto
848368,alto
86877,medio-bajo
402230,bajo
873315,alto
321397,alto
331231,medio-bajo
725661,alto
672830,bajo
282664,alto
932426,medio-alto
46421,alto
212758,bajo
58718,alto
382767,medio-alto
949591,alto
251244,medio-bajo
894812,bajo
629931,alto
809402,bajo
190704,alto
566864,medio-bajo
37437,bajo
156498,alto
468992,bajo
596597,bajo
254718,medio-bajo
678385,alto
767765,alto
362923,medio-bajo
547376,medio-alto
187434,bajo
610221,alto
258078,alto
150902,medio-bajo
173914,alto
596992,alto
773094,alto
9558,alto
127204,alto
663712,alto
593175,alto
925555,bajo
988756,bajo
829369,alto
166209,medio-alto
798187,bajo
953906,alto
641276,alto
164450,alto
372709,bajo
342946,bajo
383141,medio-bajo
770104,medio-alto
423415,alto
40074,alto
910777,alto
520292,alto
487646,medio-bajo
246838,alto
644346,bajo
558278,medio-alto
961214,bajo
242630,medio-bajo
253427,alto
952172,alto
16190,bajo
158938,alto
265912,alto
96725,alto
914614,medio-bajo
292031,alto
626813,alto
898899,alto
478392,bajo
341106,bajo
292744,alto
105365,medio-bajo
149420,bajo
809024,bajo
914913,bajo
210058,medio-bajo
102611,alto
284199,alto
40372,bajo
33354,alto
316969,alto
445851,alto
11146,alto
619437,bajo
495933,medio-alto
378084,alto
363942,alto
674185,alto
975412,bajo
740360,medio-alto
984790,bajo
431619,alto
591482,alto
586341,medio-alto
847302,medio-alto
368266,alto
74857,alto
444588,medio-alto
157575,alto
594773,alto
884724,bajo
756242,medio-alto
144612,bajo
488225,bajo
901126,medio-alto
938479,alto
798031,alto
467701,alto
583022,alto
160276,alto
255151,alto
465762,bajo
692662,alto
489909,medio-bajo
914378,alto
280911,bajo
321032,bajo
434798,bajo
768247,bajo
143204,alto
976392,bajo
124150,bajo
597337,alto
3605,alto
907074,bajo
304918,bajo
716577,bajo
567691,alto
550354,alto
302123,alto
436957,alto
946685,medio-alto
503954,alto
238759,medio-bajo
327867,alto
78378,alto
691289,bajo
307801,alto
509539,bajo
667599,bajo
846609,bajo
859467,medio-bajo
601866,alto
302091,medio-alto
391182,alto
48095,bajo
337062,alto
200534,alto
111927,alto
739097,medio-alto
418743,alto
638558,bajo
110870,alto
270580,bajo
855034,bajo
44452,alto
592255,alto
374739,alto
312366,alto
691082,alto
428195,alto
901141,alto
454605,alto
777269,medio-alto
103541,medio-alto
174156,alto
187478,alto
240425,medio-alto
893359,bajo
879424,alto
791820,alto
546845,bajo
543299,medio-alto
376488,alto
604193,alto
214294,alto
2536,medio-bajo
760802,alto
634576,bajo
507183,alto
554946,alto
641829,alto
846833,bajo
739588,bajo
251852,medio-alto
986755,medio-alto
501374,bajo
124490,alto
558190,alto
10654,alto
58464,bajo
575450,bajo
169879,alto
173589,bajo
176055,bajo
273975,alto
464182,alto
975939,alto
249261,alto
972499,medio-alto
952256,alto
594114,bajo
547982,bajo
300554,alto
589699,bajo
831393,alto
986887,alto
516820,alto
261868,bajo
664185,bajo
153879,alto
709526,bajo
555740,bajo
158744,alto
592595,alto
624541,alto
219791,alto
52795,alto
564749,medio-alto
705854,medio-alto
875155,bajo
335830,alto
132854,medio-alto
439709,alto
30277,alto
495598,alto
516552,alto
887335,bajo
225130,alto
888462,bajo
680991,alto
256743,alto
131859,medio-bajo
320896,bajo
175738,bajo
478725,alto
555307,alto
644784,alto
587105,medio-bajo
227550,bajo
156286,bajo
907358,alto
794974,bajo
110025,alto
240955,alto
922327,bajo
86340,alto
242351,medio-bajo
653367,alto
159975,alto
457664,medio-bajo
728637,alto
557359,bajo
43047,bajo
679049,alto
699360,alto
261207,alto
885112,bajo
235889,alto
32341,medio-bajo
162943,alto
119380,bajo
65847,alto
289092,alto
91086,bajo
975788,bajo
653152,medio-bajo
380742,bajo
663983,bajo
882473,alto
637894,medio-alto
496525,alto
108710,alto
726603,alto
238628,alto
260907,alto
961016,alto
377236,alto
929433,alto
436666,medio-alto
602111,alto
639737,bajo
563200,alto
732122,medio-alto
677206,alto
738678,alto
624798,alto
157306,bajo
756103,alto
910556,bajo
705424,alto
103346,alto
814481,alto
355736,alto
437612,alto
330154,alto
215068,medio-bajo
604960,alto
201431,medio-alto
20466,alto
971811,medio-bajo
18930,alto
606634,alto
144486,alto
609958,alto
937320,medio-alto
145422,bajo
693995,bajo
701454,bajo
594052,bajo
609326,alto
339697,bajo
650872,medio-bajo
22358,alto
621873,medio-alto
247069,alto
925466,medio-bajo
234332,bajo
391818,alto
869750,alto
504078,alto
226825,medio-bajo
607719,medio-bajo
896713,medio-alto
373117,medio-bajo
260107,alto
180984,alto
747217,alto
430230,medio-alto
234518,bajo
881073,alto
918455,alto
87844,bajo
337510,alto
261211,alto
199474,medio-alto
712836,alto
891657,bajo
51188,medio-bajo
965308,alto
704663,alto
473682,bajo
463901,alto
714743,alto
949955,medio-bajo
3760,medio-alto
298205,alto
935806,alto
930434,bajo
691370,medio-alto
385179,bajo
74000,bajo
708565,alto
795814,alto
577267,alto
324695,alto
24010,medio-alto
405690,alto
110584,alto
726940,alto
490315,alto
963103,alto
271240,bajo
930720,alto
545903,alto
443212,alto
620624,bajo
198483,medio-alto
478467,bajo
607030,bajo
27026,bajo
9285,alto
799700,medio-bajo
540429,bajo
619911,alto
321582,medio-alto
433363,alto
935890,alto
910843,alto
898356,medio-bajo
925470,alto
929463,medio-bajo
777344,medio-bajo
11617,alto
460574,bajo
277683,alto
143972,alto
2885,bajo
338270,medio-bajo
735707,bajo
725645,medio-alto
724116,alto
864977,alto
233070,medio-alto
175752,medio-bajo
918495,bajo
507859,bajo
144615,alto
6205,alto
31060,medio-alto
289789,alto
144418,medio-bajo
458950,alto
258991,medio-bajo
263163,alto
515874,alto
78437,medio-alto
817749,alto
185850,alto
894650,medio-bajo
613823,alto
355814,alto
236906,alto
731546,alto
334137,alto
641783,medio-alto
560209,alto
536359,medio-alto
606899,alto
684990,alto
716955,bajo
871833,alto
673251,alto
437690,medio-alto
988462,medio-alto
305344,alto
134646,alto
815674,alto
670399,medio-bajo
151396,medio-bajo
273374,bajo
576275,medio-bajo
17204,alto
792909,bajo
706106,alto
433862,alto
338965,alto
400624,medio-alto
916222,bajo
553814,alto
87068,alto
775498,bajo
521671,bajo
192007,alto
439312,alto
581610,alto
399567,alto
772629,alto
325353,alto
69847,alto
165717,medio-alto
317965,alto
199329,alto
951171,alto
350771,medio-alto
392551,medio-bajo
853457,alto
850363,bajo
861011,alto
393145,bajo
59912,alto
211905,bajo
842944,bajo
431731,alto
924001,medio-alto
141349,alto
584910,alto
863978,bajo
670199,alto
433435,alto
479087,bajo
819257,alto
689513,medio-alto
873393,alto
631213,bajo
946471,medio-alto
680267,medio-alto
399944,bajo
494236,alto
135289,bajo
500414,alto
834443,medio-bajo
458263,alto
804710,bajo
706849,alto
212163,bajo
807664,alto
388222,bajo
419893,alto
418201,alto
152928,medio-alto
93528,alto
152737,alto
13221,medio-bajo
377262,alto
930684,medio-alto
749634,alto
51274,alto
442678,alto
611572,alto
806657,alto
867458,alto
715821,alto
576511,bajo
115921,bajo
158635,medio-alto
690926,alto
634356,alto
389257,medio-alto
220730,medio-alto
682385,alto
58523,bajo
264247,alto
912397,medio-alto
967258,bajo
642471,alto
606396,alto
657142,bajo
177411,alto
128952,alto
30597,medio-bajo
760923,alto
891100,bajo
639394,alto
350707,alto
396463,bajo
981155,alto
159001,bajo
313044,alto
478088,alto
495265,bajo
492714,alto
941807,bajo
437131,alto
215178,bajo
628418,alto
645532,medio-alto
504886,medio-bajo
255954,alto
156542,bajo
521457,alto
966516,alto
521049,alto
265592,bajo
722942,alto
898913,alto
501683,alto
420627,medio-bajo
89914,bajo
829247,alto
444235,bajo
103444,medio-alto
922291,medio-bajo
107412,alto
394409,medio-alto
430805,alto
613854,bajo
817213,alto
352008,bajo
959357,bajo
750477,bajo
812441,bajo
962699,bajo
67754,bajo
608920,alto
616242,alto
189323,alto
613262,medio-alto
560710,bajo
295130,bajo
574071,bajo
42769,alto
494450,bajo
455859,medio-alto
262289,alto
848416,medio-bajo
760192,bajo
670419,medio-alto
235521,medio-bajo
670267,alto
870801,alto
601150,alto
585780,bajo
93046,alto
106435,alto
7536,alto
421993,bajo
698102,alto
243776,alto
475877,alto
934192,bajo
612092,alto
777675,medio-alto
179830,medio-bajo
934288,alto
36680,alto
397471,alto
30103,alto
665811,alto
263898,bajo
537702,alto
425713,alto
258214,alto
461242,alto
909051,medio-bajo
393058,alto
863989,alto
469916,medio-bajo
343521,bajo
132294,alto
258624,alto
53799,medio-bajo
406144,bajo
192424,alto
207961,alto
160570,bajo
338659,bajo
196403,alto
501290,alto
269266,alto
910320,bajo
418523,alto
153544,alto
149093,bajo
989242,alto
169978,bajo
361674,medio-bajo
534343,alto
124051,bajo
487250,medio-alto
806355,alto
84640,alto
401688,bajo
480541,bajo
25639,alto
556043,bajo
116142,alto
205618,medio-alto
496520,alto
661453,alto
689183,alto
766360,bajo
170505,alto
225732,bajo
532057,medio-bajo
146142,alto
598298,alto
138642,medio-bajo
402344,alto
300423,bajo
510213,medio-alto
985567,alto
591311,alto
777453,alto
494226,bajo
344681,bajo
519430,alto
400198,bajo
385792,alto
236258,bajo
731186,bajo
713857,alto
368450,alto
408395,bajo
327425,bajo
354413,bajo
470496,bajo
610787,bajo
827246,alto
478722,medio-alto
670778,alto
422558,alto
573364,medio-bajo
53805,medio-bajo
127952,medio-bajo
328318,alto
2338,alto
401300,alto
540350,alto
231577,bajo
216045,medio-alto
897510,alto
369735,medio-bajo
101474,alto
34581,alto
40730,alto
550564,alto
455201,alto
120617,alto
494494,medio-alto
654556,bajo
649967,bajo
327733,alto
920235,alto
820995,alto
130564,alto
573953,alto
472296,medio-alto
212554,alto
73578,bajo
545768,alto
322845,alto
954004,alto
10509,alto
949854,alto
172815,bajo
31103,medio-bajo
277733,alto
119967,bajo
939518,alto
902269,alto
65082,bajo
293236,alto
352296,alto
480725,alto
89941,alto
146335,alto
623911,medio-alto
296448,medio-alto
255695,alto
664778,alto
327486,bajo
296260,alto
798077,alto
508959,bajo
808068,bajo
774941,alto
575648,alto
539848,alto
220528,medio-alto
523555,bajo
479123,medio-bajo
86930,medio-bajo
304406,alto
47402,bajo
655936,medio-alto
728550,alto
45695,bajo
178930,alto
873331,bajo
220300,alto
424371,alto
276509,alto
700745,medio-alto
801928,bajo
810054,alto
648349,medio-alto
584913,alto
67001,alto
741372,alto
603651,medio-bajo
582252,bajo
132344,bajo
158228,alto
558888,bajo
822786,medio-alto
40801,alto
785220,alto
230039,alto
256153,alto
817887,bajo
913255,medio-bajo
794769,alto
33638,medio-bajo
792946,bajo
758423,bajo
689562,alto
404339,alto
841,bajo
222672,alto
614517,bajo
894110,medio-bajo
798422,bajo
635668,bajo
238250,bajo
273974,alto
834025,alto
97975,medio-bajo
634415,alto
493502,medio-bajo
944763,alto
592738,bajo
3000,alto
268569,medio-alto
345843,alto
985548,alto
264260,alto
984328,alto
426590,bajo
427599,alto
921742,bajo
766221,medio-alto
676269,medio-bajo
579781,bajo
461433,bajo
368086,alto
236385,alto
919923,bajo
484468,alto
746373,alto
839428,medio-alto
112081,alto
328336,medio-alto
819090,medio-bajo
820079,medio-alto
842690,alto
465687,bajo
604673,medio-alto
162070,medio-bajo
748993,alto
472218,bajo
748946,alto
494672,alto
413370,alto
706113,medio-alto
594292,alto
37287,alto
400809,alto
441586,bajo
840953,alto
371432,medio-bajo
863908,bajo
472178,medio-alto
443137,medio-alto
560373,bajo
215177,bajo
323233,bajo
819132,bajo
844812,alto
357878,alto
137422,medio-alto
757955,alto
461464,bajo
536334,medio-bajo
151706,alto
541325,alto
594443,alto
137053,medio-alto
385665,medio-alto
223399,alto
823179,bajo
206735,bajo
656643,bajo
125311,medio-alto
392763,alto
277792,alto
644743,alto
841358,alto
718038,medio-alto
472382,medio-alto
527776,alto
744797,medio-alto
981327,alto
712368,medio-alto
919044,bajo
223031,alto
538171,medio-alto
221115,bajo
169644,alto
364634,bajo
379446,medio-alto
401616,alto
518434,alto
627512,alto
554295,medio-alto
925250,alto
240949,alto
336259,bajo
909738,bajo
794991,bajo
707762,alto
805969,alto
343796,alto
305659,medio-bajo
299867,medio-alto
627542,alto
666284,bajo
400999,alto
383718,alto
192623,bajo
361983,bajo
100351,bajo
603285,bajo
454684,bajo
473117,alto
477393,medio-bajo
208697,alto
826804,alto
111625,bajo
302878,medio-bajo
268993,alto
679129,bajo
613913,alto
407718,bajo
258170,medio-bajo
335792,bajo
396488,alto
365403,medio-alto
532906,bajo
882645,medio-bajo
883397,alto
666460,alto
413580,alto
400932,bajo
423411,alto
261466,alto
576100,medio-alto
761164,bajo
722076,alto
290510,alto
101239,alto
254045,bajo
983329,alto
551380,bajo
161344,alto
164053,bajo
826453,alto
482945,alto
591326,bajo
554175,bajo
466408,bajo
33921,medio-bajo
403393,bajo
36718,bajo
935964,alto
817075,alto
389893,alto
635183,bajo
365951,medio-alto
677166,alto
71087,alto
530170,bajo
707184,medio-bajo
456461,bajo
441685,alto
764466,alto
805676,bajo
277611,alto
677916,medio-bajo
583380,medio-bajo
458662,bajo
735197,medio-bajo
111936,bajo
971885,medio-bajo
461800,bajo
422148,bajo
266605,alto
555274,bajo
37383,alto
936660,alto
190713,medio-alto
678521,alto
677553,bajo
947628,bajo
158289,alto
588786,alto
549490,alto
426603,bajo
99466,alto
530283,alto
913029,medio-bajo
20791,medio-bajo
320279,alto
79287,alto
14889,alto
317019,alto
140010,alto
272319,medio-alto
52594,medio-bajo
182002,alto
120282,alto
149787,bajo
815263,bajo
287378,medio-alto
135882,bajo
382395,alto
91698,alto
823115,medio-alto
962737,alto
389243,medio-bajo
985359,alto
721207,alto
738782,bajo
436849,medio-bajo
728536,alto
443789,bajo
846479,bajo
248968,medio-bajo
783389,bajo
938436,alto
747074,bajo
785132,bajo
472525,alto
296930,medio-alto
180897,alto
707371,alto
213083,alto
304664,bajo
84250,alto
328581,medio-bajo
180168,alto
840153,alto
410208,medio-bajo
388193,bajo
463948,alto
686849,alto
142126,alto
552489,alto
980216,alto
331394,bajo
297311,bajo
515420,alto
268188,alto
392429,alto
413099,bajo
622612,alto
214219,alto
333772,bajo
295870,alto
813444,alto
20780,alto
24943,alto
215150,alto
726084,alto
656430,bajo
282947,medio-alto
844556,alto
916421,alto
544034,medio-bajo
406038,medio-alto
296400,alto
516930,alto
972199,alto
696528,bajo
260150,bajo
954500,bajo
371616,bajo
978210,alto
763080,bajo
578709,bajo
236445,alto
22223,alto
670887,alto
986551,alto
630679,medio-alto
545906,alto
226775,medio-alto
358628,alto
247246,medio-alto
875394,medio-alto
624597,alto
270705,bajo
674414,alto
136958,alto
189718,alto
41976,bajo
869916,medio-alto
200845,alto
533960,medio-alto
331129,alto
97764,alto
933991,bajo
642720,bajo
108921,bajo
366464,alto
521045,bajo
252708,alto
330993,alto
941027,alto
205080,bajo
295391,bajo
180243,bajo
860275,alto
238070,alto
848129,medio-alto
304763,alto
61887,alto
592967,alto
130122,alto
268069,bajo
10555,alto
13215,alto
253200,alto
824760,bajo
128719,bajo
935976,alto
312188,bajo
191072,alto
487431,alto
540877,alto
327237,alto
657309,medio-bajo
941473,alto
629974,alto
469227,alto
81293,alto
453355,alto
956476,bajo
611105,bajo
208496,alto
891611,bajo
922703,alto
831131,alto
20317,alto
749382,alto
527088,medio-bajo
54813,medio-alto
177842,alto
649106,alto
510838,bajo
277512,bajo
701588,bajo
375218,alto
683859,bajo
469659,medio-bajo
549893,alto
934530,alto
505096,medio-alto
879978,medio-bajo
895270,alto
739619,alto
607319,alto
432994,medio-bajo
849136,medio-bajo
515838,alto
966807,alto
966084,alto
243889,alto
808022,medio-bajo
446530,alto
702295,alto
268868,alto
453865,bajo
1545,bajo
99385,medio-alto
946001,bajo
602637,alto
652195,alto
305292,alto
293344,bajo
238874,alto
149694,bajo
513886,alto
961687,bajo
332653,medio-bajo
249672,alto
437176,bajo
78684,bajo
933626,bajo
205359,alto
143618,alto
483238,alto
519626,alto
842094,bajo
651357,medio-alto
826198,alto
730261,alto
225150,bajo
377387,bajo
895510,alto
187924,medio-alto
933524,medio-alto
198785,medio-bajo
169459,medio-bajo
502526,alto
492258,bajo
438560,alto
95455,medio-bajo
603746,alto
588137,medio-bajo
435240,medio-bajo
949626,alto
557933,bajo
754988,bajo
659171,bajo
465277,bajo
894398,alto
157999,medio-bajo
289206,bajo
124897,bajo
271051,alto
403966,bajo
99404,alto
820513,alto
748273,alto
27092,alto
978300,medio-bajo
237024,bajo
742259,alto
725506,alto
166672,alto
753860,alto
733389,alto
895148,bajo
250569,medio-alto
244590,medio-alto
221647,alto
442030,medio-bajo
580508,medio-bajo
351497,alto
613085,alto
620253,alto
451141,alto
820478,alto
373156,alto
904491,alto
542469,alto
377095,bajo
482760,alto
686195,bajo
58341,alto
4003,bajo
805808,alto
975641,bajo
455435,bajo
69914,bajo
361833,bajo
216007,alto
355478,alto
609140,bajo
920887,bajo
494972,alto
180475,alto
732587,alto
785345,bajo
814703,alto
863774,bajo
647026,medio-bajo
191188,bajo
182706,medio-bajo
159489,alto
346003,alto
563051,medio-bajo
210481,alto
676626,bajo
35927,alto
652892,alto
53004,alto
796631,alto
587651,medio-alto
256065,bajo
146449,medio-bajo
25733,alto
125494,bajo
554808,alto
571693,alto
217480,bajo
533991,alto
581076,bajo
362081,bajo
782146,alto
673246,bajo
458941,alto
847614,alto
673986,bajo
940542,alto
777211,medio-bajo
403656,bajo
928229,alto
101624,bajo
503233,alto
313604,alto
512059,medio-alto
856712,bajo
321004,medio-bajo
955244,medio-alto
130089,alto
508106,alto
340721,medio-alto
57429,bajo
575204,bajo
216994,alto
18986,alto
523022,alto
937955,bajo
170351,alto
918097,bajo
57448,alto
51230,medio-alto
214638,medio-alto
157313,bajo
114313,bajo
349137,bajo
711607,medio-alto
536565,medio-alto
432617,alto
100915,alto
526832,alto
736488,alto
235882,alto
317216,medio-alto
682802,medio-bajo
192909,bajo
793470,alto
475307,alto
422096,bajo
475417,medio-alto
204818,medio-bajo
873352,bajo
736245,medio-alto
876713,alto
768295,bajo
174327,bajo
335047,alto
118734,alto
525593,alto
399070,alto
703374,medio-alto
560945,alto
976665,medio-alto
325221,bajo
598561,bajo
64770,bajo
652339,alto
683209,alto
589510,alto
573068,bajo
42811,alto
628211,bajo
764214,alto
35097,bajo
447409,medio-alto
408552,alto
861021,alto
230207,alto
459053,medio-alto
180419,alto
429291,alto
970154,alto
562189,alto
70914,alto
393625,medio-alto
166636,bajo
987767,alto
876732,alto
367246,bajo
717693,alto
5781,medio-bajo
780724,medio-alto
15143,medio-alto
425479,alto
926675,bajo
198597,bajo
155402,bajo
862771,alto
361295,alto
779103,alto
881966,medio-alto
369125,alto
857276,alto
142543,bajo
959574,alto
614275,medio-alto
437524,alto
625888,bajo
471330,alto
601386,bajo
766330,alto
121599,medio-bajo
957080,medio-bajo
114663,alto
830640,bajo
90388,bajo
448518,alto
740876,alto
12243,medio-alto
861697,alto
176464,bajo
780157,bajo
42846,alto
351697,bajo
149909,alto
65877,alto
115631,alto
883114,bajo
486322,alto
273840,alto
771417,bajo
491335,alto
226534,alto
103241,alto
843249,alto
878934,bajo
901880,alto
532468,alto
976408,bajo
2589,medio-bajo
29321,alto
113813,bajo
631012,alto
863515,bajo
905045,alto
259183,medio-alto
273879,alto
694589,bajo
981993,alto
833179,alto
177357,bajo
390888,bajo
751376,alto
969597,medio-alto
162390,alto
465661,bajo
462890,bajo
805761,alto
374093,medio-alto
971562,bajo
101864,alto
595689,medio-alto
412091,bajo
319639,alto
372567,bajo
870266,alto
227262,alto
460273,bajo
345891,medio-bajo
53106,alto
293085,alto
984322,alto
987473,medio-bajo
346418,alto
514949,alto
783847,medio-alto
682866,bajo
98432,alto
736752,alto
196166,medio-alto
439465,bajo
491895,bajo
265185,alto
216986,alto
591296,medio-bajo
153944,medio-alto
430270,medio-alto
504233,alto
876704,bajo
227887,medio-alto
574443,alto
960648,bajo
337744,alto
772118,medio-bajo
898487,alto
90748,medio-bajo
72041,medio-alto
829486,medio-bajo
134259,medio-bajo
460916,medio-alto
119290,medio-bajo
144392,alto
678843,medio-alto
369827,alto
235553,bajo
447850,medio-bajo
720858,alto
212878,alto
654132,alto
704148,alto
478754,alto
232557,alto
374642,alto
133633,alto
428771,bajo
262997,alto
350733,alto
289637,medio-alto
921183,bajo
501998,alto
880640,medio-bajo
427933,alto
111352,alto
165697,alto
401732,alto
176109,alto
840709,alto
377141,alto
52126,bajo
31820,alto
662728,alto
791674,medio-bajo
597662,alto
940212,alto
808829,alto
373496,alto
778070,medio-bajo
671458,bajo
248986,alto
414105,medio-alto
816401,alto
651382,bajo
791997,bajo
383365,bajo
40297,alto
625621,bajo
295292,bajo
202072,bajo
505838,bajo
302608,medio-alto
766641,alto
780739,alto
940244,medio-alto
888830,medio-bajo
152553,alto
597390,medio-bajo
109413,alto
204988,medio-alto
619755,bajo
179456,bajo
894934,medio-alto
265869,medio-bajo
738753,alto
447433,medio-alto
677180,alto
883911,bajo
208991,alto
649959,medio-bajo
602165,bajo
169779,alto
5831,bajo
562766,bajo
225182,alto
517991,medio-bajo
355208,bajo
27045,medio-bajo
811320,alto
902904,medio-alto
205525,alto
662677,alto
283077,alto
434136,alto
834687,alto
830077,alto
30465,alto
350686,alto
688514,alto
99999,alto
4724,bajo
840358,alto
207263,medio-bajo
49970,bajo
503854,alto
150806,bajo
534681,medio-alto
753679,bajo
861249,alto
159933,medio-alto
183760,bajo
646280,alto
320365,alto
707269,alto
492627,alto
166037,alto
592790,alto
63249,alto
904860,alto
699652,alto
594308,bajo
440215,medio-bajo
677389,bajo
616925,alto
232629,alto
16769,medio-alto
456115,alto
260304,bajo
163688,alto
154262,alto
904759,alto
646483,alto
617185,alto
627094,medio-alto
393812,alto
10404,alto
676161,alto
121947,bajo
792726,alto
14301,alto
460031,alto
651310,bajo
123325,medio-bajo
784846,alto
155970,alto
257780,alto
470884,bajo
450883,alto
307548,alto
41647,medio-bajo
903939,alto
945434,bajo
372161,medio-alto
170969,bajo
101950,alto
779991,bajo
13586,alto
54055,bajo
521487,alto
19809,bajo
874048,alto
225782,medio-alto
908435,bajo
328216,alto
453820,alto
253376,alto
419441,bajo
180258,alto
479102,alto
900934,alto
126011,alto
659285,alto
927385,alto
123246,alto
571722,alto
116259,bajo
489921,bajo
370372,bajo
734048,medio-bajo
894076,bajo
384349,bajo
477901,medio-alto
627472,bajo
340735,alto
826396,alto
388456,medio-alto
567556,alto
226926,alto
766297,alto
541468,bajo
322548,medio-alto
784312,medio-alto
857116,bajo
587167,alto
12048,medio-alto
630052,medio-alto
513191,alto
419492,alto
605641,alto
107642,alto
376847,alto
61178,alto
638163,alto
55058,alto
146741,bajo
773145,medio-alto
955804,alto
23658,alto
339514,bajo
100813,alto
940800,alto
270956,alto
540315,alto
358093,alto
947048,alto
201848,bajo
726285,alto
140093,medio-alto
796118,alto
580874,medio-bajo
250119,bajo
255536,bajo
964617,bajo
55049,alto
859594,bajo
845373,medio-bajo
213533,medio-bajo
162237,alto
836452,bajo
790223,alto
950630,alto
723775,alto
555698,medio-bajo
407330,alto
667109,medio-alto
839131,alto
621758,bajo
387874,alto
363947,alto
499173,bajo
519451,alto
324434,bajo
582572,medio-bajo
596244,bajo
606489,alto
324347,medio-alto
501684,alto
329365,alto
831216,alto
818127,alto
154838,bajo
361631,bajo
418576,alto
607325,medio-bajo
966544,bajo
545458,bajo
161393,bajo
696317,alto
820703,alto
722987,bajo
981430,alto
774099,bajo
15076,alto
59836,alto
807620,alto
171394,bajo
518205,bajo
958337,bajo
509518,alto
39140,alto
871815,alto
667794,alto
431086,bajo
23597,medio-bajo
19716,bajo
246516,medio-bajo
224600,bajo
745308,alto
773816,medio-alto
844842,medio-bajo
639874,alto
681847,medio-alto
117017,medio-alto
599958,alto
488864,bajo
904303,alto
830912,bajo
172067,bajo
709667,alto
980409,medio-alto
534830,alto
832683,bajo
353442,bajo
959789,alto
512033,alto
616850,medio-bajo
297141,alto
713744,alto
811722,bajo
584888,bajo
371720,medio-bajo
783781,alto
751511,medio-bajo
347935,bajo
169833,bajo
727766,bajo
891255,alto
675606,bajo
179912,alto
661656,bajo
79870,alto
756878,medio-bajo
593004,medio-alto
284856,bajo
64399,bajo
659723,bajo
582043,bajo
299818,bajo
671848,alto
287326,bajo
683351,alto
944499,bajo
976543,medio-alto
59291,medio-bajo
214705,alto
957036,alto
573146,alto
64686,alto
861389,alto
860742,medio-alto
848486,alto
714311,medio-alto
425880,alto
596782,alto
296701,alto
915218,bajo
898535,alto
866569,medio-alto
842156,alto
13934,bajo
844348,bajo
539716,bajo
193753,alto
831125,bajo
749982,medio-alto
859160,alto
630939,bajo
984912,medio-bajo
218004,alto
94089,alto
769972,alto
56183,bajo
9739,alto
607847,medio-bajo
424190,alto
415212,alto
54991,alto
322241,medio-alto
279232,medio-bajo
181455,bajo
409926,alto
574847,alto
189578,alto
266230,medio-alto
476301,alto
81857,alto
535436,alto
96731,alto
480295,medio-bajo
920580,alto
273383,alto
604041,bajo
534217,bajo
376532,bajo
930919,alto
977272,bajo
855468,bajo
371947,alto
12289,alto
104406,bajo
268361,bajo
500883,alto
847097,bajo
487127,medio-bajo
809952,bajo
65128,bajo
337088,bajo
758513,bajo
71184,alto
803605,alto
981060,alto
261911,bajo
860045,bajo
127353,alto
963540,alto
54698,bajo
778319,bajo
69350,alto
831057,bajo
384288,medio-alto
102236,alto
146829,bajo
76982,alto
